name,locations,nation,outsourcing,product,working_schedule,overtime
K.System And Solutions,"Ho Chi Minh, Ho Chi Minh, Ho Chi Minh",Republic of Korea,True,False,Monday - Friday,False
Kyanon Digital,"Phu Nhuan, Ho Chi Minh",Singapore,True,False,Monday - Friday,True
L7 Mobile,"Other, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Lac Viet Computing Corporation,"Phu Nhuan, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Lak Solutions,"District 5, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Lampart,"Phu Nhuan, Ho Chi Minh",Japan,True,False,Monday - Friday,False
LARION,"District 12, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
Laudert Vietnam,"Phu Nhuan, Ho Chi Minh",Germany,True,False,Monday - Friday,True
Launch Deck,"District 5, Ho Chi Minh",United States,True,False,Monday - Friday,True
LDG Group,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
LEANON INC,Ho Chi Minh,Republic of Korea,False,True,Monday - Friday,False
LeapXpert,"District 1, Ho Chi Minh",Hong Kong,False,True,Monday - Friday,False
Levinci Group,"Go Vap, Ho Chi Minh",Viet Nam,False,True,null,False
Lexim IT,"Hai Chau, Da Nang",United States,False,True,Monday - Saturday,True
Lexor Tech,"District 12, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
LG Development Center Vietnam,"Nam Tu Liem, Ha Noi",Republic of Korea,False,True,Monday - Friday,False
LHV Software,"District 3, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Liberty Insurance Limited,"District 1, Ho Chi Minh",United States,False,True,Monday - Friday,False
Lien Viet Tech,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
LIFESTORY VIỆT NAM,"Binh Chanh, Ho Chi Minh",Republic of Korea,True,False,Monday - Friday,False
LINKBYNET VIETNAM ,"District 10, Ho Chi Minh",France,True,False,Monday - Friday,False
LIVE PRO,"Ba Dinh, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Lixi Technologies Viet Nam,"District 5, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Localize Direct,"District 3, Ho Chi Minh",Sweden,False,True,Monday - Friday,False
Lockon Vietnam,"District 3, Ho Chi Minh",Japan,False,True,Monday - Friday,False
LOGIVAN,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
Luxoft Vietnam,"District 11, Ho Chi Minh",Switzerland,True,False,Monday - Friday,True
Magnolia,"Tan Binh, Ho Chi Minh",Switzerland,False,True,Monday - Friday,False
Manabie International Pte Ltd,"District 1, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Manebi,"Nam Tu Liem, Ha Noi",Japan,False,True,Monday - Friday,False
MangoAds,"District 11, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Manifera Software Development,"Tan Binh, Ho Chi Minh",Singapore,True,False,Monday - Friday,False
MarNET JSC - X3English Learning System,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
Mắt Bão,"Tan Binh, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
 May Emerald,Ha Noi,Viet Nam,False,True,Monday - Friday,False
MB Ageas Life,"Dong Da, Ha Noi",Viet Nam,False,True,null,False
MCredit,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Mecury Studio,"District 1, Ho Chi Minh",Singapore,False,True,Monday - Friday,True
Mediastep Software Inc.,"Ho Chi Minh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Mekong Leisure,"District 11, Ho Chi Minh",Viet Nam,False,True,null,False
Mektec,"Plot K-3&4, Thang Long Industrial Park II Hung Yen",Viet Nam,False,True,null,False
MetaData ,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Metanet,"District 10, Ho Chi Minh",Republic of Korea,False,True,Monday - Friday,False
METRIXA,"Cau Giay, Ha Noi",Australia,False,True,Monday - Friday,False
mgm technology partners Vietnam,"Da Nang, Da Nang",Germany,True,False,Monday - Friday,True
MIA.vn,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
MicroAd Technology Development Company Limited,"Ho Chi Minh, Ha Noi",Japan,False,True,Monday - Friday,False
Midas Protocol,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Miichisoft,"Cau Giay, Ha Noi",Viet Nam,True,False,Monday - Friday,False
MINH NGUYEN SI JSC,"District 9, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Misa ,"Ha Noi, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Mitrais,"Tay Ho, Ha Noi",Singapore,True,False,Monday - Friday,False
Mixi,"Cau Giay, Ha Noi",Viet Nam,False,True,null,False
MK Group,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
MobileTech,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
MOBIX,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Friday,False
"MOJA Co., Ltd.","District 1, Ho Chi Minh",Japan,True,False,Monday - Friday,True
Mona Media,"District 11, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
"MONEY FORWARD VIETNAM CO.,LTD","District 4, Ho Chi Minh",Japan,False,True,Monday - Friday,False
Moni Media,"Tan Binh, Ho Chi Minh",Hong Kong,True,False,Monday - Friday,False
Monster Pixel,"Tan Binh, Ho Chi Minh",United States,False,True,Monday - Friday,False
MOR,"Ho Chi Minh, Da Nang, Ha Noi",Viet Nam,True,False,Monday - Friday,False
Motorist Pte Ltd ,"Others, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
MP Tech,"Hoang Mai, Ha Noi",Viet Nam,True,False,Monday - Friday,False
M_Service (MoMo),"District 7, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
MT Hà Nội ,Ha Noi,Viet Nam,False,True,Monday - Friday,False
MTI TECHNOLOGY,"Ho Chi Minh, Da Nang",Japan,False,True,Monday - Friday,False
Mulodo,"District 3, Ho Chi Minh",Japan,True,False,Monday - Friday,False
Mytour Vietnam,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
NAFOSTED,"Hoan Kiem, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Naiplus,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Nakivo,"District 3, Ho Chi Minh",United States,False,True,Monday - Friday,False
NAMTech,"Tan Binh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
Nam Việt Media,"District 10, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
NanoFintech (Skygo),"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Napas,"Hoan Kiem, Ha Noi",Viet Nam,False,True,null,False
NashTech,"Ho Chi Minh, Ha Noi",United Kingdom,True,False,Monday - Friday,False
NATAES,"Cau Giay, Ha Noi",Viet Nam,True,False,Monday - Saturday,True
NaviWorld,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
NCD Mobile,"Cau Giay, Ha Noi",Viet Nam,False,True,null,False
NEC Vietnam,"Tan Binh, Ho Chi Minh",Japan,True,False,Monday - Friday,True
NEM Blockchain ,Ho Chi Minh,Viet Nam,True,False,Monday - Friday,False
Neolab Việt Nam,"Hai Chau, Da Nang",Japan,False,True,Monday - Friday,False
Neos Corp,"Dong Da, Ha Noi",Japan,True,False,Monday - Friday,False
Netbase JSC,"Dong Da, Ha Noi",Viet Nam,True,False,Monday - Saturday,False
Netcompany,"Binh Thanh, Ho Chi Minh",Denmark,True,False,Monday - Friday,False
Netmarks Vietnam,"Ha Noi, Ho Chi Minh",Japan,True,False,Monday - Friday,False
Neumann Gruppe,"Others, Ho Chi Minh",Germany,False,True,Monday - Friday,False
NEWSHOP.VN,"Ho Chi Minh, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
New Wealth,"District 10, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Nexcel Solutions,"District 12, Ho Chi Minh","Virgin Islands, British",False,True,Monday - Friday,True
Nexle Corporation,"Ho Chi Minh, Da Nang",Viet Nam,True,False,Monday - Friday,False
NexSoft,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
NextG Solutions,"Ha Noi, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
NextJuris,"Ho Chi Minh, Others",United States,False,True,Monday - Friday,False
"NEXTOP CO.,LTD","Cau Giay, Ha Noi",Japan,False,True,Monday - Friday,True
Nextsol,"Ba Dinh, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Nexts Việt Nam,"Tan Binh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
NEXTTECH GROUP,"Hai Ba Trung, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
Nexty Việt Nam,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
"NEXTZY TECHNOLOGIES CO.,LTD","Ho Chi Minh, Others",Thailand,False,True,Monday - Friday,False
Nexus Frontier Tech,"Thanh Xuan, Ha Noi",United Kingdom,True,False,Monday - Friday,True
NFQ Asia (8bit Rockstars),"Ho Chi Minh, Da Nang",Germany,True,False,Monday - Friday,False
Ngân Hàng Á Châu | ACB,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Ngân Hàng TMCP Sài Gòn (SCB),"District 5, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
Nhân Tín Software,"Hoang Mai, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
NHN Vietnam,"Binh Thanh, Ho Chi Minh",Republic of Korea,False,True,Monday - Friday,False
Nimble,"Ho Chi Minh, Da Nang",Thailand,True,False,Monday - Friday,False
Ninja Van Vietnam,"Ho Chi Minh, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
NIPPON SEIKI,"Hai Chau, Da Nang",Japan,True,False,null,False
Nisshin scientia,"Tokyo, Shinagawaku, Minamioi 6-26-2 Omori Bellport",Japan,True,False,Monday - Friday,False
Nissho Electronics,"Dong Da, Ha Noi",Japan,True,False,Monday - Friday,False
"Niteco Vietnam Co., Ltd","Ha Noi, Ho Chi Minh",Sweden,True,False,Monday - Friday,False
NOIS,"Tan Binh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
Not A Basement Studio,"District 7, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Novahub Technology,"Thanh Khe, Da Nang",Viet Nam,True,False,Monday - Friday,False
NOVAON DIGITAL GROUP,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
NVG Technology,"District 10, Ho Chi Minh",Switzerland,False,True,Monday - Friday,False
Ứng Dụng Công Nghệ VINALAND,"Da Nang, Others",Viet Nam,False,True,Monday - Friday,False
Ocean Edu,"Ba Dinh, Ha Noi",Viet Nam,False,True,Monday - Friday,False
OCMG,"District 3, Ho Chi Minh",Republic of Korea,False,True,Monday - Friday,False
ODDLE,"Phu Nhuan, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Offspring Digital Viet Nam,"Tay Ho, Ha Noi",Australia,True,False,Monday - Friday,False
Ogilvy,"District 3, Ho Chi Minh",United States,False,True,Monday - Friday,False
OkieLa,"District 8, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
OLLI,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Omega Media,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Ominext,"Ha Noi, Ho Chi Minh",Japan,True,False,Monday - Friday,False
OMN1 Solution,"District 3, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Oneempower,"Ha Noi, Ho Chi Minh",Singapore,True,False,Monday - Friday,False
One Health,"Go Vap, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
One On One English,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
ONSKY VIETNAM,"District 2, Ho Chi Minh",United States,False,True,Monday - Friday,False
Onteractive,"Ba Dinh, Ha Noi",Viet Nam,True,False,Monday - Friday,False
OPSWAT Software Vietnam,"District 3, Ho Chi Minh",United States,False,True,Monday - Friday,False
Orange Logic,"District 1, Ho Chi Minh",United States,False,True,Monday - Friday,False
Orenda,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Orient Software Development Corp.,"Ho Chi Minh, Da Nang",Viet Nam,True,False,Monday - Friday,False
ORO Vietnam,"District 1, Ho Chi Minh",Japan,False,True,Monday - Friday,True
OWS,"Hai Ba Trung, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Pacific Technology,"Tan Binh, Ho Chi Minh",Viet Nam,False,True,null,False
PAL TECH,"Tan Binh, Ho Chi Minh",Singapore,False,True,Monday - Friday,True
Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),"Ba Dinh, Ha Noi",Japan,True,False,Monday - Friday,True
Pan-Pacific,"Nam Tu Liem, Ha Noi",Republic of Korea,False,True,Monday - Friday,False
Parcel Perform,"District 7, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Pasona Tech Việt Nam,"Tan Binh, Ho Chi Minh",Japan,True,False,Monday - Friday,False
Passion Fruit Software Development,"Tan Binh, Ho Chi Minh",Belgium,False,True,Monday - Friday,False
PayGATE Vietnam,"Cau Giay, Ha Noi",Republic of Korea,False,True,Monday - Friday,False
Perromart,"Others, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Persol Process & Technology Việt Nam,"District 3, Ho Chi Minh",Japan,True,False,Monday - Friday,False
Pexraytech,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Phần mềm Nam Phong,Ha Noi,Viet Nam,False,True,Monday - Friday,False
Phần Mềm Táo Quân,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
Pharmacity,"Ho Chi Minh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
Phibious Vietnam,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Photobank Inc.,"District 2, Ho Chi Minh",Japan,False,True,Monday - Friday,False
Pioneer Soft,"Ba Dinh, Ha Noi",Viet Nam,True,False,Monday - Friday,False
PIXTA Vietnam,"Cau Giay, Ha Noi",Japan,False,True,Monday - Friday,False
Pizza Hut Digital Ventures,"Phu Nhuan, Ho Chi Minh",United Kingdom,False,True,Monday - Friday,False
Pizzlysoft,"District 1, Ho Chi Minh",Republic of Korea,False,True,Monday - Friday,False
Pmax Performance Marketing Agency,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
POETA,"District 3, Ho Chi Minh",United States,True,False,Monday - Friday,True
POPS WorldWide,"District 10, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
PowerGate Software,"Cau Giay, Ha Noi",United States,True,False,Monday - Friday,False
Premielink,"Tan Binh, Ho Chi Minh",Hong Kong,False,True,Monday - Friday,False
Primal,"District 1, Ho Chi Minh",Thailand,False,True,Monday - Friday,False
Prime Commerce,"Ho Chi Minh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
PropertyGuru (Batdongsan.com.vn),"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
PROPZY,"District 11, Ho Chi Minh",United States,False,True,Monday - Friday,False
PROVIEW,"Ha Noi, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Prudential Vietnam Assurance,"District 8, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Prudential Vietnam Finance Company,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
PTF,"Hoan Kiem, Ha Noi",Viet Nam,False,True,Monday - Friday,False
PTT Technology,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Punch Entertainment,"Cau Giay, Ha Noi",Japan,True,False,Monday - Friday,False
QA Solutions,"Phu Nhuan, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,True
Qathena,"District 3, Ho Chi Minh",United States,True,False,Monday - Friday,False
Quảng Ích,"Hoang Mai, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
Quảng Tin,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Quant Edge Corp,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
QUOINE,"District 1, Ho Chi Minh",Japan,False,True,Monday - Friday,False
Radiant Global,"District 10, Ho Chi Minh",Malaysia,False,True,Monday - Friday,False
Rakus Vietnam Company,"District 12, Ho Chi Minh",Japan,False,True,Monday - Friday,False
RANGSTRUP IT Vietnam,"Tan Binh, Ho Chi Minh",Denmark,True,False,Monday - Friday,False
redWeb,"District 1, Ho Chi Minh",Denmark,False,True,Monday - Friday,False
Relia Systems,"Phu Nhuan, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Restaff,"Phu Nhuan, Ho Chi Minh",Norway,False,True,Monday - Friday,False
RIKKEISOFT,"Ha Noi, Da Nang, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
RiverCrane Vietnam,"District 1, Ho Chi Minh",Japan,False,True,Monday - Friday,True
RnD4U,"Ho Chi Minh, Da Nang",Czech Republic,False,True,Monday - Friday,False
Robert Bosch Engineering And Business Solutions,"Tan Binh, Ho Chi Minh",Germany,False,True,Monday - Friday,False
Rockship,"Ho Chi Minh, Ha Noi",Viet Nam,True,False,Monday - Friday,False
RuBic Group,"Ho Chi Minh, Others, Others",Viet Nam,False,True,Monday - Friday,False
Ryukyu Interactive Vietnam,"District 3, Ho Chi Minh",Japan,False,True,Monday - Friday,False
Sacombank,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,True
SaigonFreelancer,"Go Vap, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Saigon New Port,"District 2, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Saigon Technology Solutions,"Ho Chi Minh, Da Nang",Viet Nam,True,False,Monday - Friday,True
Saishunkan System Vietnam,"Cau Giay, Ha Noi",Japan,False,True,Monday - Friday,False
SaviWave,"District 1, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
Savvycom,"Cau Giay, Ha Noi",Viet Nam,True,False,Monday - Friday,False
Scancom Vietnam,"Other, Ho Chi Minh",Denmark,False,True,Monday - Friday,False
SCC Vietnam,"District 7, Ho Chi Minh",United Kingdom,True,False,Monday - Friday,False
SCOMMERCE,"Ho Chi Minh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
SDC ,"Hai Chau, Da Nang",Viet Nam,False,True,Monday - Friday,False
SecuTix,"Binh Thanh, Ho Chi Minh",Switzerland,False,True,Monday - Friday,False
Seldat Inc,"Phu Nhuan, Ho Chi Minh",United States,False,True,Monday - Friday,True
Sencoinex Investment,"Hoan Kiem, Ha Noi",Viet Nam,False,True,null,False
Sendo.vn,"Ho Chi Minh, Ha Noi",Viet Nam,False,True,Monday - Friday,True
SEN Platform,"District 7, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Septeni Technology,"Cau Giay, Ha Noi",Japan,False,True,Monday - Friday,False
Serdao,"District 1, Ho Chi Minh",France,True,False,Monday - Friday,False
"Sews-Components Vietnam Co., Ltd.",Others,Japan,False,True,Monday - Friday,False
SEZAX VIETNAM,"Binh Thanh, Ho Chi Minh",Japan,True,False,Monday - Friday,False
ShareRing,"District 3, Ho Chi Minh",Australia,False,True,Monday - Friday,False
Shift Asia Vietnam,"District 1, Ho Chi Minh",Japan,True,False,Monday - Friday,False
ShopBack,"Tan Binh, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Shopdunk,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Shopee,"Others, Ha Noi, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Siêu Liên Kết,Ho Chi Minh,Viet Nam,True,False,Monday - Friday,False
Silicon Prime Labs,"Tan Binh, Ho Chi Minh",United States,True,False,Monday - Friday,True
SILKWIRES DIGITAL AGENCY,"District 1, Ho Chi Minh",France,True,False,Monday - Friday,False
Simplify Dalat,"11A Đường Phù Đổng Thiên Vương, Phường 8, Đà Lạt",Viet Nam,True,False,Monday - Friday,False
Simpson Strong-tie Vietnam,"Tan Binh, Ho Chi Minh",United States,False,True,Monday - Friday,False
SinKa Việt Nam,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Sioux High Tech Software,"Hai Chau, Da Nang",Netherlands,True,False,Monday - Friday,False
SK TELINK,"Binh Thanh, Ho Chi Minh",Republic of Korea,False,True,Monday - Friday,False
Smart Media,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,True
Smart Pay,"District 4, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
SMHD Việt Nam,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
SNA Global,"District 4, Ho Chi Minh",Republic of Korea,True,False,Monday - Friday,False
SODO,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Softcom,"Tay Ho, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Softdreams,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,True
Softfoundry,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
SOFT ONE,"Cam Le, Da Nang",Republic of Korea,False,True,Monday - Friday,False
Software CEO,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Softway,"Cau Giay, Ha Noi",Viet Nam,True,False,Monday - Friday,False
Softworld,"Tan Binh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
SOLAR SERVICE AND SOLUTION,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
SOLID,Ha Noi,Viet Nam,False,True,Monday - Friday,False
SONDESIGN,"Thu Duc, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Song Technologies LLC,"Binh Thanh, Ho Chi Minh",United States,False,True,Monday - Friday,False
Sonion Vietnam,"District 9, Ho Chi Minh",Denmark,False,True,Monday - Friday,False
SOTA Việt Nam,"Dong Da, Ha Noi",Viet Nam,False,True,null,False
soXes GmbH,"District 1, Ho Chi Minh",Switzerland,True,False,Monday - Friday,False
"Spectos Asia Co., Ltd","Cau Giay, Ha Noi",Germany,False,True,Monday - Friday,False
Speranza,"Binh Thanh, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Splash Interactive Vietnam,"Binh Thanh, Ho Chi Minh",Singapore,True,False,Monday - Friday,False
SP-PSA,Others,Viet Nam,False,True,Monday - Friday,False
SSI Securities Corporation,"Ho Chi Minh, Ha Noi",Viet Nam,False,True,Monday - Friday,False
SSKEY,"District 7, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Starberry,Ho Chi Minh,Viet Nam,False,True,Monday - Friday,False
Star Galaxy,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Steinsvik,"Others, Ha Noi",Norway,False,True,Monday - Friday,False
Studio Wa,Ho Chi Minh,Viet Nam,False,True,Monday - Friday,False
SUDO E-commerce,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
SUGA COMPANY,"Phu Nhuan, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
SUGAR VENTURES,"District 1, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
SunBright Vietnam,"District 7, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Sun* Inc.,"Ha Noi, Da Nang, Ho Chi Minh",Japan,True,False,Monday - Friday,True
Sun Ivy International,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
Sutrix Solutions,"Tan Binh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
Sutunam,"Dong Da, Ha Noi",France,True,False,Monday - Friday,False
SVTech,"Ho Chi Minh, Ha Noi",Viet Nam,True,False,Monday - Friday,True
Swag Soft,"District 1, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Swiss Post Solutions Vietnam,"District 12, Ho Chi Minh",Switzerland,False,True,Monday - Friday,True
Syno Japan,"Dong Da, Ha Noi",Japan,False,True,Monday - Friday,False
Taixin Printing Vina,Others,Viet Nam,False,True,Monday - Friday,False
"Takako Vietnam Co., Ltd.","27 Doc Lap Avenue, VSIP",Viet Nam,False,True,Monday - Friday,False
TaleCity,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Tâm Việt Tech JSC,"Dong Da, Ha Noi",Viet Nam,True,False,Monday - Friday,False
Tam Vương,Ha Noi,Viet Nam,False,True,Monday - Friday,False
Tập Đoàn Đại Trường Phát,"Phu Nhuan, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
Tập đoàn Y tế Phương Đông,"Ha Noi, Da Nang, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Tapi Group,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
T.A.T,"Ho Chi Minh, Ho Chi Minh, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Tecapro,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
Techbase Vietnam,"District 1, Ho Chi Minh",Japan,False,True,Monday - Friday,False
Techcombank,"Hai Ba Trung, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Techcom Securities,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
TECH JDI,"Tan Binh, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Techub,"Binh Thanh, Ho Chi Minh",Singapore,True,False,Monday - Friday,False
Techvico,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
TEE COIN VIETNAM,"District 3, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Tek Experts,"Ba Dinh, Ha Noi",Viet Nam,True,False,Monday - Friday,False
Teko Vietnam,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
TEKYHOLDINGS,"Ha Dong, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Telsoft JSC,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
Ten Group,"District 8, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
Tenpoint7,"District 1, Ho Chi Minh",United States,False,True,Monday - Friday,False
Terralogic,"District 12, Ho Chi Minh",United States,True,False,Monday - Friday,False
Tester Việt,"Thanh Xuan, Ha Noi",Viet Nam,True,False,Monday - Friday,False
Thai Son Soft,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Thao Chuong Company,"Tan Binh, Ho Chi Minh",United States,False,True,Monday - Friday,False
The API Practice ,"District 4, Ho Chi Minh",Australia,False,True,Monday - Friday,False
The LE company,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Theodore Alexander HCM,"Thu Duc, Ho Chi Minh",United States,False,True,null,False
Thiên Minh Group,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Thiết Bị Lửa Việt,Ha Noi,Viet Nam,False,True,Monday - Friday,False
THL Software,"District 12, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Thu Do Multimedia,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Thương Đô,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
TIBCO Orchestra Networks,"Thanh Xuan, Ha Noi",France,False,True,Monday - Friday,False
TIKI CORPORATION,"Ho Chi Minh, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Tima Group,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
Tin Học Vũ Thảo,"Phu Nhuan, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,True
Tinh Van Outsourcing,"Thanh Xuan, Ha Noi",Viet Nam,True,False,Monday - Friday,False
